weight,care_responsibility,heard_before,realistic,enthusiastic,worried,willing_to_use,less_worried_about_family_care,society_saves_money,treat_robot_like_friend,older_adults_more_isolated,older_adults_more_independent,only_for_people_who_cannot_afford_human_caregiver,camera_human_operator,positive_reason_1,positive_reason_2,positive_reason_3,negative_reason_1,negative_reason_2
0.1290932,Somewhat likely,A little,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,
0.3905583,Very likely,,,,,,,,,,,,,,,,,
0.3122938,Somewhat likely,,,,,,,,,,,,,,,,,
0.3316168,Very likely,,,,,,,,,,,,,,,,,
1.3745604,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Reduce burden on family,Safety / Security,,,
7.4234163,Not at all likely,,,,,,,,,,,,,,,,,
0.190623,I am already doing this,,,,,,,,,,,,,,,,,
3.986645,Very likely,Nothing at all,Not very realistic,Not at all enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Caregiving is family's job,
0.2602255,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Reduce burden on family,,,,
0.1349875,Somewhat likely,,,,,,,,,,,,,,,,,
1.4185707,Very likely,,,,,,,,,,,,,,,,,
1.9580296,Somewhat likely,Nothing at all,Somewhat realistic,Not at all enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Worse,Save money,,,,
0.4312586,Not at all likely,,,,,,,,,,,,,,,,,
0.366524,I am already doing this,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Household assistance,,,,
3.5032732,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Refused / No answer,,,,
0.5049032,Very likely,,,,,,,,,,,,,,,,,
0.1591646,Somewhat likely,,,,,,,,,,,,,,,,,
0.3216021,I am already doing this,,,,,,,,,,,,,,,,,
1.8891688,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,
1.2405272,Not too likely,A little,Extremely realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Better quality of care,Safety / Security,,,
0.1193928,Not too likely,A little,Extremely realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,Greater independence,,,
0.1496511,Very likely,A lot,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.2563864,Not too likely,Nothing at all,Extremely realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
0.4227027,Somewhat likely,,,,,,,,,,,,,,,,,
0.5841126,Somewhat likely,,,,,,,,,,,,,,,,,
0.1221764,Not too likely,,,,,,,,,,,,,,,,,
0.6647787,Not at all likely,,,,,,,,,,,,,,,,,
1.4934109,Very likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Not too worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Other,
1.7645236,Very likely,,,,,,,,,,,,,,,,,
0.1632311,Very likely,,,,,,,,,,,,,,,,,
0.1591102,Somewhat likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
0.1758371,Very likely,,,,,,,,,,,,,,,,,
0.4563961,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
0.3929108,Very likely,,,,,,,,,,,,,,,,,
4.7440465,Somewhat likely,,,,,,,,,,,,,,,,,
0.1202372,I am already doing this,,,,,,,,,,,,,,,,,
0.2141529,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Other,,,,
2.3448359,Very likely,A little,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Other,
0.2152646,Not too likely,,,,,,,,,,,,,,,,,
0.1687709,Not too likely,,,,,,,,,,,,,,,,,
0.7797067,Very likely,,,,,,,,,,,,,,,,,
5.8501655,Very likely,,,,,,,,,,,,,,,,,
0.3177946,Very likely,A little,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
5.0663532,Very likely,,,,,,,,,,,,,,,,,
1.8139812,Very likely,A little,Extremely realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.1315001,Somewhat likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",No difference,Greater independence,,,,
1.0037609,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Always available,,,,
1.9781236,I am already doing this,,,,,,,,,,,,,,,,,
0.9599068,Not too likely,A little,Not at all realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
0.0879108,Not at all likely,A little,Not very realistic,Not at all enthusiastic,Not at all worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Better,,,,Human factor lacking,Cost
0.6221511,Very likely,Nothing at all,Extremely realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Reduce burden on family,,,,
0.8582011,Not at all likely,,,,,,,,,,,,,,,,,
0.6886446,Not too likely,,,,,,,,,,,,,,,,,
0.2877553,Very likely,,,,,,,,,,,,,,,,,
0.1903908,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely",No difference,Better quality of care,,,,
0.2988305,Not too likely,,,,,,,,,,,,,,,,,
0.1054698,Not too likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.6260848,Very likely,,,,,,,,,,,,,,,,,
0.6538768,I am already doing this,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,Refused,Refused,Refused,Refused,Refused,Refused,No difference,,,,Other,
0.2745422,I am already doing this,,,,,,,,,,,,,,,,,
1.4538243,Somewhat likely,,,,,,,,,,,,,,,,,
1.7622404,Not too likely,Nothing at all,Not at all realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Worse,Other,,,,
0.2120779,Somewhat likely,Nothing at all,Extremely realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Good for those with no family nearby,,,,
4.0666068,Somewhat likely,,,,,,,,,,,,,,,,,
1.0577832,Somewhat likely,,,,,,,,,,,,,,,,,
0.8816628,Very likely,,,,,,,,,,,,,,,,,
0.9461967,Very likely,A little,Somewhat realistic,Not too enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","No, not likely","No, not likely","No, not likely",No difference,,,,Refused / No answer,
0.3300866,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Caregiving is family's job,
1.4097465,Very likely,,,,,,,,,,,,,,,,,
0.1671777,Somewhat likely,A little,Extremely realistic,Very enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Worse,Reduce burden on family,,,,
0.2415044,Very likely,,,,,,,,,,,,,,,,,
0.2321953,Very likely,,,,,,,,,,,,,,,,,
0.1271829,I am already doing this,,,,,,,,,,,,,,,,,
0.202288,Very likely,,,,,,,,,,,,,,,,,
0.2680377,Very likely,,,,,,,,,,,,,,,,,
0.3106735,Very likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Human factor lacking,
0.5319086,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Refused / No answer,
0.3571185,Somewhat likely,,,,,,,,,,,,,,,,,
0.9840208,I am already doing this,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Reduce burden on family,,,,
0.2853695,Somewhat likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Greater independence,,,,
0.1578193,Very likely,,,,,,,,,,,,,,,,,
0.7221701,Very likely,,,,,,,,,,,,,,,,,
0.5814781,Very likely,,,,,,,,,,,,,,,,,
0.2520345,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Very worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.5090354,Not at all likely,,,,,,,,,,,,,,,,,
0.1529383,Very likely,,,,,,,,,,,,,,,,,
0.4738935,Somewhat likely,,,,,,,,,,,,,,,,,
0.2268397,I am already doing this,Nothing at all,Not at all realistic,Not at all enthusiastic,Very worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",Worse,,,,Human factor lacking,
0.3863304,Somewhat likely,,,,,,,,,,,,,,,,,
0.5993368,I am already doing this,,,,,,,,,,,,,,,,,
0.8227247,Not too likely,A little,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
0.9721921,Somewhat likely,,,,,,,,,,,,,,,,,
1.0701072,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","No, not likely","No, not likely","Yes, likely",Worse,,,,Just don't like it,
1.2600341,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Save money,Greater independence,,,
0.0879108,I am already doing this,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Better quality of care,,,,
0.1845831,Very likely,,,,,,,,,,,,,,,,,
0.7871029,Not at all likely,,,,,,,,,,,,,,,,,
0.664896,Very likely,Nothing at all,Not very realistic,Very enthusiastic,Not too worried,Yes,"No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,Cool factor,,,,
0.1321606,Very likely,,,,,,,,,,,,,,,,,
2.2063995,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Reduce burden on family,,,,
0.3985129,Very likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Refused / No answer,,,,
0.1887808,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",No difference,Refused / No answer,,,,
0.1725618,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"No, not likely","Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely",Better,Greater independence,Safety / Security,,,
0.1487549,Very likely,,,,,,,,,,,,,,,,,
0.4012311,Very likely,A little,Extremely realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Save money,Greater independence,,,
0.2234312,Very likely,,,,,,,,,,,,,,,,,
0.2168731,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Worried about errors,
0.9421255,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
1.4362756,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,,,,Caregiving is family's job,
0.1903044,Not at all likely,,,,,,,,,,,,,,,,,
0.1922167,Very likely,Nothing at all,Somewhat realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",No difference,Greater independence,,,,
2.6102287,Somewhat likely,,,,,,,,,,,,,,,,,
0.2213336,Somewhat likely,A little,Somewhat realistic,Very enthusiastic,Somewhat worried,Yes,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Reduce burden on family,,,,
0.1855026,I am already doing this,A little,Not very realistic,Somewhat enthusiastic,Not too worried,Yes,"No, not likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,Other,,,,
0.1306995,Very likely,,,,,,,,,,,,,,,,,
0.3149885,Somewhat likely,,,,,,,,,,,,,,,,,
0.1894629,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Companion,,,,
0.556281,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Cost,Worried about errors
0.7527593,Somewhat likely,,,,,,,,,,,,,,,,,
0.475804,Somewhat likely,,,,,,,,,,,,,,,,,
0.9817079,Very likely,,,,,,,,,,,,,,,,,
4.2287109,I am already doing this,Nothing at all,Not very realistic,Not at all enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",No difference,,,,Just don't like it,
0.794088,Somewhat likely,,,,,,,,,,,,,,,,,
0.6249641,Somewhat likely,,,,,,,,,,,,,,,,,
0.2294443,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Always available,,,,
2.7983165,Not at all likely,,,,,,,,,,,,,,,,,
0.3329618,Very likely,,,,,,,,,,,,,,,,,
6.4042692,Somewhat likely,,,,,,,,,,,,,,,,,
0.4912728,Somewhat likely,,,,,,,,,,,,,,,,,
0.2571823,Somewhat likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Worse,,,,Human factor lacking,
1.2925788,Not too likely,,,,,,,,,,,,,,,,,
0.3728907,Not at all likely,,,,,,,,,,,,,,,,,
0.1480448,I am already doing this,,,,,,,,,,,,,,,,,
0.4389162,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
0.4874116,Somewhat likely,,,,,,,,,,,,,,,,,
1.7562496,I am already doing this,,,,,,,,,,,,,,,,,
0.2436049,Somewhat likely,,,,,,,,,,,,,,,,,
0.7726163,Not too likely,,,,,,,,,,,,,,,,,
0.6435875,Somewhat likely,,,,,,,,,,,,,,,,,
0.3333775,Very likely,,,,,,,,,,,,,,,,,
0.3249589,Somewhat likely,,,,,,,,,,,,,,,,,
0.3602313,Very likely,,,,,,,,,,,,,,,,,
0.2676209,Somewhat likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Worse,Refused / No answer,,,,
0.5158806,Somewhat likely,,,,,,,,,,,,,,,,,
0.4533043,Very likely,,,,,,,,,,,,,,,,,
1.0706741,Not too likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
0.4914432,I am already doing this,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","No, not likely","No, not likely","No, not likely",No difference,,,,Caregiving is family's job,
0.3951762,Somewhat likely,,,,,,,,,,,,,,,,,
1.6522078,Not at all likely,,,,,,,,,,,,,,,,,
0.9327179,Not at all likely,,,,,,,,,,,,,,,,,
1.4323671,Not at all likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.5036705,Very likely,A lot,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,Better quality of care,,,,
0.2289737,I am already doing this,,,,,,,,,,,,,,,,,
0.1910049,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Just don't like it,
0.1187856,Not at all likely,,,,,,,,,,,,,,,,,
0.3706777,Somewhat likely,,,,,,,,,,,,,,,,,
3.02412,I am already doing this,,,,,,,,,,,,,,,,,
0.2483799,Not too likely,,,,,,,,,,,,,,,,,
1.4569781,Not too likely,Nothing at all,Not very realistic,Not too enthusiastic,Not too worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Worried about errors,
0.854342,Not at all likely,Nothing at all,Not very realistic,Not at all enthusiastic,Very worried,No,"No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,
0.208575,Very likely,Nothing at all,Somewhat realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",No difference,Reduce burden on family,,,,
0.2377415,Somewhat likely,,,,,,,,,,,,,,,,,
0.5929671,Not too likely,Nothing at all,Somewhat realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Better,,,,Human factor lacking,
0.4580042,Not at all likely,A little,Not at all realistic,Not too enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Other,,,,
0.1670247,Somewhat likely,,,,,,,,,,,,,,,,,
1.4694254,Very likely,,,,,,,,,,,,,,,,,
0.7896426,I am already doing this,,,,,,,,,,,,,,,,,
0.6976472,Somewhat likely,,,,,,,,,,,,,,,,,
0.7376826,Not too likely,,,,,,,,,,,,,,,,,
0.471552,Not at all likely,,,,,,,,,,,,,,,,,
0.2678361,Not too likely,Nothing at all,Not at all realistic,Not at all enthusiastic,Not at all worried,No,"No, not likely","No, not likely","No, not likely","No, not likely","No, not likely","No, not likely",No difference,,,,Other,
0.3983917,Very likely,,,,,,,,,,,,,,,,,
0.3692254,Very likely,Nothing at all,Extremely realistic,Somewhat enthusiastic,Not too worried,Yes,"No, not likely","Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely",Better,Safety / Security,,,,
1.1845605,Refused,,,,,,,,,,,,,,,,,
0.5550075,Somewhat likely,Nothing at all,Not very realistic,Not at all enthusiastic,Not too worried,No,"No, not likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Human factor lacking,
0.0998169,Somewhat likely,A lot,Extremely realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,Reduce burden on family,Greater independence,,,
1.3413958,Very likely,A little,Somewhat realistic,Not at all enthusiastic,Very worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
1.195181,Very likely,,,,,,,,,,,,,,,,,
0.2043693,Very likely,,,,,,,,,,,,,,,,,
1.0647418,Not at all likely,Nothing at all,Not very realistic,Not at all enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
0.9321733,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely",Better,Greater independence,,,,
0.2683443,Somewhat likely,,,,,,,,,,,,,,,,,
0.3639893,Very likely,A little,Not very realistic,Somewhat enthusiastic,Not too worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Not advanced enough yet,
0.4121055,Very likely,Nothing at all,Not very realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Worse,,,,Human factor lacking,
1.3069528,Somewhat likely,,,,,,,,,,,,,,,,,
1.2713568,Somewhat likely,Nothing at all,Not very realistic,Not too enthusiastic,Very worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Human factor lacking,Caregiving is family's job
0.9514366,Somewhat likely,A little,Not very realistic,Not too enthusiastic,Somewhat worried,No,"No, not likely","No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Human factor lacking,
0.2605752,Very likely,,,,,,,,,,,,,,,,,
4.1920203,Very likely,,,,,,,,,,,,,,,,,
0.2347868,Very likely,,,,,,,,,,,,,,,,,
2.2068964,Somewhat likely,,,,,,,,,,,,,,,,,
1.5023673,I am already doing this,,,,,,,,,,,,,,,,,
1.2099863,Somewhat likely,,,,,,,,,,,,,,,,,
1.5505295,Very likely,,,,,,,,,,,,,,,,,
0.1979678,Not at all likely,,,,,,,,,,,,,,,,,
2.4471198,Very likely,,,,,,,,,,,,,,,,,
0.4433586,Somewhat likely,,,,,,,,,,,,,,,,,
1.2585407,Not at all likely,A little,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,No,"Yes, likely","No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely",No difference,,,,Human factor lacking,
3.2879743,I am already doing this,,,,,,,,,,,,,,,,,
3.8059146,Somewhat likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,No,"No, not likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,,,,Worried about errors,
0.2634999,Very likely,,,,,,,,,,,,,,,,,
2.7717397,Very likely,Nothing at all,Not at all realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,,,,Refused / No answer,
1.574879,Somewhat likely,,,,,,,,,,,,,,,,,
0.2732022,Very likely,,,,,,,,,,,,,,,,,
0.3635045,Very likely,,,,,,,,,,,,,,,,,
7.4234163,Not too likely,,,,,,,,,,,,,,,,,
0.4008577,Not at all likely,,,,,,,,,,,,,,,,,
0.2038826,Very likely,Nothing at all,Somewhat realistic,Very enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely",No difference,Save money,Greater independence,,,
0.9733052,Not too likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",No difference,Save money,Better quality of care,,,
0.1431633,Not at all likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely",Better,,,,Refused / No answer,
5.5249187,Very likely,,,,,,,,,,,,,,,,,
0.8673095,Somewhat likely,Nothing at all,Not at all realistic,Somewhat enthusiastic,Not too worried,No,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Just don't like it,
0.4627814,Somewhat likely,A little,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"No, not likely","No, not likely","Yes, likely","No, not likely","No, not likely","No, not likely",No difference,Refused / No answer,,,,
1.3817291,Very likely,A little,Extremely realistic,Very enthusiastic,Not at all worried,Yes,"Yes, likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely","No, not likely",Better,Reduce burden on family,,,,
0.3400993,Somewhat likely,,,,,,,,,,,,,,,,,
2.5983843,Very likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Somewhat worried,Yes,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Worse,Refused / No answer,,,,
0.1714085,Not too likely,,,,,,,,,,,,,,,,,
2.4380414,Very likely,,,,,,,,,,,,,,,,,
0.2795018,Somewhat likely,Nothing at all,Not very realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","No, not likely","Yes, likely","Yes, likely","Yes, likely","Yes, likely",Better,Better quality of care,,,,
1.3681195,Very likely,,,,,,,,,,,,,,,,,
1.0444844,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Not too worried,No,"No, not likely","No, not likely","Yes, likely","No, not likely","Yes, likely","No, not likely",Better,,,,Human factor lacking,
0.2874001,Very likely,,,,,,,,,,,,,,,,,
2.2087587,Somewhat likely,A little,Somewhat realistic,Not too enthusiastic,Somewhat worried,No,"Yes, likely","Yes, likely","No, not likely","Yes, likely","No, not likely","Yes, likely",No difference,,,,Other,
1.5875639,Somewhat likely,,,,,,,,,,,,,,,,,
0.5013123,Not too likely,Nothing at all,Somewhat realistic,Somewhat enthusiastic,Not too worried,Yes,"Yes, likely","Yes, likely","No, not likely","No, not likely","Yes, likely","Yes, likely",Worse,Refused / No answer,,,,
0.4891623,Very likely,A little,Not very realistic,Not too enthusiastic,Very worried,No,"Yes, likely","No, not likely","Yes, likely","Yes, likely","No, not likely","Yes, likely",Worse,,,,Human factor lacking,
1.8087471,Somewhat likely,,,,,,,,,,,,,,,,,
